name,company,address,country,website,additional_info,page_number
KRAUTBAD,"KRAUTBAD
Willdenowstr. 10
13353 Berlin
Germany",,,https://krautbad.de,"KRAUTBAD
Willdenowstr. 10
13353 Berlin
Germanyhttps://krautbad.de",6
KRUUT,"Kruut GmbH
Auguststraße 50B
10119 Berlin
Germany",,,https://kruut.de,"Kruut GmbH
Auguststraße 50B
10119 Berlin
Germanyhttps://kruut.de",6
KUMARI,"KUMARI – Produkte Vertriebs GmbH
Stutterheimstraße 16-18/2/10a
1150 Wien
Austria","Third party manufacturer:
HyWeCo®  GmbH
Bei Rölkers Wiesen 6
49565 Bramsche www.hyweco.de",Germany,www.kumari.at,"KUMARI – Produkte Vertriebs GmbH
Stutterheimstraße 16-18/2/10a
1150 Wien
Austriawww.kumari.atThird party manufacturer:
HyWeCo®  GmbH
Bei Rölkers Wiesen 6
49565 Bramsche
Germanywww.hyweco.de",6
LAB91 NATURAL,"Mibelle Group Biochemistry 
Bolimattstrasse 1
5033 Buchs
Switzerland",https://lab91.ch,,www.mibellegroup.com,"Mibelle Group Biochemistry 
Bolimattstrasse 1
5033 Buchs
Switzerlandwww.mibellegroup.comhttps://lab91.ch",7
LACURA BODY,"ALDI NORD / ALDI Einkauf SE & Co. oHG
Eckenbergstraße 16b
45307 Essen
Germany","Third party manufacturer:
Medizina Natura GmbH
Lanqqasse 42
65183 Wiesbanden https://www.medizina-natura.com",Germany,https://www.aldi-nord.de,"ALDI NORD / ALDI Einkauf SE & Co. oHG
Eckenbergstraße 16b
45307 Essen
Germanyhttps://www.aldi-nord.deThird party manufacturer:
Medizina Natura GmbH
Lanqqasse 42
65183 Wiesbanden
Germanyhttps://www.medizina-natura.com",7
LACURA NATURE,"ALDI NORD / ALDI Einkauf SE & Co. oHG
Eckenbergstraße 16b
45307 Essen
Germany","Third party manufacturer:
Maxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler www.maxim-group.net",Germany,https://www.aldi-nord.de,"ALDI NORD / ALDI Einkauf SE & Co. oHG
Eckenbergstraße 16b
45307 Essen
Germanyhttps://www.aldi-nord.deThird party manufacturer:
Maxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler
Germanywww.maxim-group.net",7
LACURA SUN NATURE,"HOFER KG
Hofer Straße 2
4642 Sattledt
Austria","Third Party Manufacturer:
Emil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd www.emil-kiessling.de",Germany,https://www.hofer.at,"HOFER KG
Hofer Straße 2
4642 Sattledt
Austriahttps://www.hofer.atThird Party Manufacturer:
Emil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd
Germanywww.emil-kiessling.de",7
LANTESTINA,"Herbaria
Ivana Gorana Kovacica 96
40311 Lopatinec
Croatia",,,,"Herbaria
Ivana Gorana Kovacica 96
40311 Lopatinec
Croatia",7
LAVERA,"Laverana GMBH & Co. KG 
Am Weingarten 4
30974 Wennigsen
Germany","COMPANY HISTORY 

Thomas Haase: Organic and natural cosmetics for everyone everywhere

Defying all his critics, Thomas Haase started developing effective cosmetics with a 100% natural basis, founding the company Laverana and the brand lavera on November 23, 1987. The company name Laverana already reveals that the brand and company are inextricably connected, as ""lavera"" stands for ""true"" and ""na"" for ""natural cosmetics"". In a time when everything revolved around chemicals, Thomas Haase discovered his lifelong dream and dedicated his life to a vision of ""organic and natural beauty care for all"". Since 1988, he has been developing the natural personal care market and leading Laverana as its founder and executive partner. The driving force behind Laverana since its foundation remains its goals of democratization, differentiation, and internationalization. Mr. Haase isn't interested in only being a short chapter in a book: he wants to make history, as well as a lasting impact on the world of personal care products.",,www.lavera.com,"Laverana GMBH & Co. KG 
Am Weingarten 4
30974 Wennigsen
Germanywww.lavera.comCOMPANY HISTORY 

Thomas Haase: Organic and natural cosmetics for everyone everywhere

Defying all his critics, Thomas Haase started developing effective cosmetics with a 100% natural basis, founding the company Laverana and the brand lavera on November 23, 1987. The company name Laverana already reveals that the brand and company are inextricably connected, as ""lavera"" stands for ""true"" and ""na"" for ""natural cosmetics"". In a time when everything revolved around chemicals, Thomas Haase discovered his lifelong dream and dedicated his life to a vision of ""organic and natural beauty care for all"". Since 1988, he has been developing the natural personal care market and leading Laverana as its founder and executive partner. The driving force behind Laverana since its foundation remains its goals of democratization, differentiation, and internationalization. Mr. Haase isn't interested in only being a short chapter in a book: he wants to make history, as well as a lasting impact on the world of personal care products.",7
LA ALBUFERA,"Alborada Beauty Care, S.L.
C/ Ferraz, 2
28008 Madrid
Spain","Our company extracts a secret that was hidden among nature for centuries: the incredible properties of Rice Germ Oil. It's offered to the modern woman of today and put at the service of the whole family.

We do this because we want to recover the very essence of things, the essence of the human being, the essence of his harmony with nature, a nature that offers itself to him like a constant gift and that in turn demands respect, affection and gratitude.",,https://albuferacosmetica.com,"Alborada Beauty Care, S.L.
C/ Ferraz, 2
28008 Madrid
Spainhttps://albuferacosmetica.comOur company extracts a secret that was hidden among nature for centuries: the incredible properties of Rice Germ Oil. It's offered to the modern woman of today and put at the service of the whole family.

We do this because we want to recover the very essence of things, the essence of the human being, the essence of his harmony with nature, a nature that offers itself to him like a constant gift and that in turn demands respect, affection and gratitude.",7
LA VIDA,"La Vida GmbH
Veckerhagener Str. 1c
34376 Immenhausen
Germany",,,www.lavida.de,"La Vida GmbH
Veckerhagener Str. 1c
34376 Immenhausen
Germanywww.lavida.de",7
LEDERHAAS ARRIVEE,"LEDERHAAS Cosmetics e.U.
Fugbachgasse 17/3-5
1020 Wien
Austria",,,https://www.lederhaas-cosmetics.com,"LEDERHAAS Cosmetics e.U.
Fugbachgasse 17/3-5
1020 Wien
Austriahttps://www.lederhaas-cosmetics.com",7
LINDEN LEAVES,"Linden Leaves
5 Vanadium Place
8024 Middleton, Christchurch
New Zealand","OUR STORY
Linden Leaves was founded by Brigit Blair in 1995 in Christchurch, New Zealand to help care for her children who suffered severe eczema and allergies. At the time, effective, natural products suitable for sensitive skin were hard to find, and so out of necessity, Linden Leaves was created.
Brigit began harvesting and freeze-drying roses, and blending fruit and flower oils with the unique scent of essential oil blends. It became a real labour of love for Brigit, who set out to create beautiful, effective and quality handmade natural products that were kind to the skin.
From a humble family kitchen operation, Linden Leaves has expanded into an internationally recognised brand known for its natural everyday luxury handmade products.
Brigit's vision for Linden Leaves is to create beautiful, effective and gentle products to nourish the skin and soothe the soul. 

OUR PHILOSOPHY
Linden Leaves supports ethical and sustainable business practices, and as a devoted mother and wife, family holds an essential place in Brigit's life and values. Linden Leaves is genuinely dedicated to family, friendship and respect for one another and the world we live in.

OUR INGREDIENTS
Linden Leaves products are made using quality organic and natural ingredients, fruit and flower oils, unique scents and essential oil blends. 
Our natural botanical ingredients are sourced locally and sustainably wherever possible, in order to attain the highest possible quality of product. 
We avoid the use of chemical nasties and irritants such as parabens, silicon oils, sodium lauryl and genetically modified ingredients.
Each of the active ingredients in our ranges have been carefully studied and selected for their scientifically proven skin enhancing properties.",,https://lindenleaves.com/,"Linden Leaves
5 Vanadium Place
8024 Middleton, Christchurch
New Zealandhttps://lindenleaves.com/OUR STORY
Linden Leaves was founded by Brigit Blair in 1995 in Christchurch, New Zealand to help care for her children who suffered severe eczema and allergies. At the time, effective, natural products suitable for sensitive skin were hard to find, and so out of necessity, Linden Leaves was created.
Brigit began harvesting and freeze-drying roses, and blending fruit and flower oils with the unique scent of essential oil blends. It became a real labour of love for Brigit, who set out to create beautiful, effective and quality handmade natural products that were kind to the skin.
From a humble family kitchen operation, Linden Leaves has expanded into an internationally recognised brand known for its natural everyday luxury handmade products.
Brigit's vision for Linden Leaves is to create beautiful, effective and gentle products to nourish the skin and soothe the soul. 

OUR PHILOSOPHY
Linden Leaves supports ethical and sustainable business practices, and as a devoted mother and wife, family holds an essential place in Brigit's life and values. Linden Leaves is genuinely dedicated to family, friendship and respect for one another and the world we live in.

OUR INGREDIENTS
Linden Leaves products are made using quality organic and natural ingredients, fruit and flower oils, unique scents and essential oil blends. 
Our natural botanical ingredients are sourced locally and sustainably wherever possible, in order to attain the highest possible quality of product. 
We avoid the use of chemical nasties and irritants such as parabens, silicon oils, sodium lauryl and genetically modified ingredients.
Each of the active ingredients in our ranges have been carefully studied and selected for their scientifically proven skin enhancing properties.",7
LIPFEIN,"Things We Love GmbH 
Edisonstr. 63
12459 Berlin
Germany","Marie Herrmann ""Lipfein""
Friedrich-Wolf-Strasse 3
01465 Langebrück www.lipfein.de",Germany,www.ponyhuetchen.com/collections/lipfein-x-ponyhutchen,"Things We Love GmbH 
Edisonstr. 63
12459 Berlin
Germanywww.ponyhuetchen.com/collections/lipfein-x-ponyhutchenMarie Herrmann ""Lipfein""
Friedrich-Wolf-Strasse 3
01465 Langebrück
Germanywww.lipfein.de",7
LOGODENT,"LOGOCOS Natural Care Company AG
Zur Kräuterwiese 6
31020 Salzhemmendorf
Germany","LOGOCOS Naturkosmetik AG has been making natural care a pleasure for the whole family since 1978. The nature-loving company is based on the ""Kräuterwiese"" in Salzhemmendorf near Hanover. The continuous development of all products according to ecological principles is always in the foreground.
Fair working conditions are part of LOGOCOS Naturkosmetik AG's self-image and are therefore also part of the SANTE, LOGONA and Heliotrop brands.

LOGONA Naturkosmetik – Beautiful by nature.

The idealism and the claim from which LOGONA once evolved still characterise our company today. As a pioneer in natural cosmetics, we have consistently relied on the gentle and effective power of plants for 40 years. LOGONA products reflect the entire wealth of nature. Continuous research, development and improvement have resulted in a complete range of strictly controlled and certified natural cosmetics that express our attitude towards this world: 

Our respect for nature. Our love for life. Our social responsibility. Yesterday, today and in the future. https://www.logona.de/en/teeth/",,https://www.logocos.de,"LOGOCOS Natural Care Company AG
Zur Kräuterwiese 6
31020 Salzhemmendorf
Germanyhttps://www.logocos.deLOGOCOS Naturkosmetik AG has been making natural care a pleasure for the whole family since 1978. The nature-loving company is based on the ""Kräuterwiese"" in Salzhemmendorf near Hanover. The continuous development of all products according to ecological principles is always in the foreground.
Fair working conditions are part of LOGOCOS Naturkosmetik AG's self-image and are therefore also part of the SANTE, LOGONA and Heliotrop brands.

LOGONA Naturkosmetik – Beautiful by nature.

The idealism and the claim from which LOGONA once evolved still characterise our company today. As a pioneer in natural cosmetics, we have consistently relied on the gentle and effective power of plants for 40 years. LOGONA products reflect the entire wealth of nature. Continuous research, development and improvement have resulted in a complete range of strictly controlled and certified natural cosmetics that express our attitude towards this world: 

Our respect for nature. Our love for life. Our social responsibility. Yesterday, today and in the future.https://www.logona.de/en/teeth/",7
LOGONA,"LOGOCOS Natural Care Company AG
Zur Kräuterwiese 6
31020 Salzhemmendorf
Germany","LOGOCOS Naturkosmetik AG has been making natural care a pleasure for the whole family since 1978. The nature-loving company is based on the ""Kräuterwiese"" in Salzhemmendorf near Hanover. The continuous development of all products according to ecological principles is always in the foreground.

Fair working conditions are part of LOGOCOS Naturkosmetik AG's self-image and are therefore also part of the SANTE, LOGONA and Heliotrop brands.

LOGONA Naturkosmetik – Beautiful by nature.

The idealism and the claim from which LOGONA once evolved still characterise our company today. As a pioneer in natural cosmetics, we have consistently relied on the gentle and effective power of plants for 40 years. LOGONA products reflect the entire wealth of nature. Continuous research, development and improvement have resulted in a complete range of strictly controlled and certified natural cosmetics that express our attitude towards this world: 

Our respect for nature. Our love for life. Our social responsibility. Yesterday, today and in the future. https://www.logona.de",,https://www.logocos.de,"LOGOCOS Natural Care Company AG
Zur Kräuterwiese 6
31020 Salzhemmendorf
Germanyhttps://www.logocos.deLOGOCOS Naturkosmetik AG has been making natural care a pleasure for the whole family since 1978. The nature-loving company is based on the ""Kräuterwiese"" in Salzhemmendorf near Hanover. The continuous development of all products according to ecological principles is always in the foreground.

Fair working conditions are part of LOGOCOS Naturkosmetik AG's self-image and are therefore also part of the SANTE, LOGONA and Heliotrop brands.

LOGONA Naturkosmetik – Beautiful by nature.

The idealism and the claim from which LOGONA once evolved still characterise our company today. As a pioneer in natural cosmetics, we have consistently relied on the gentle and effective power of plants for 40 years. LOGONA products reflect the entire wealth of nature. Continuous research, development and improvement have resulted in a complete range of strictly controlled and certified natural cosmetics that express our attitude towards this world: 

Our respect for nature. Our love for life. Our social responsibility. Yesterday, today and in the future.https://www.logona.de",7
LUAMO,"Semins Corp.
10-11 Kurakuen 4 Ban-Cho
Nishinomiya-City
Hyogo 662-0088
Japan",,,https://www.luamo.jp,"Semins Corp.
10-11 Kurakuen 4 Ban-Cho
Nishinomiya-City
Hyogo 662-0088
Japanhttps://www.luamo.jp",7
LUPILU NATURE,"Lidl Stiftung & Co. KG
Stiftsbergstraße 1
74167 Neckarsulm
Germany","Third party manufacturer
Cosmolux Deutschland GmbH
Carl-Friedrich-Gauß-Str. 2
50259 Pulheim www.cosnature.de",Germany,www.lidl.de,"Lidl Stiftung & Co. KG
Stiftsbergstraße 1
74167 Neckarsulm
Germanywww.lidl.deThird party manufacturer
Cosmolux Deutschland GmbH
Carl-Friedrich-Gauß-Str. 2
50259 Pulheim
Germanywww.cosnature.de",7
L'ISOLA DI PAOLO,"Pauline S.R.L. - Società Agricola
Via Pandolfa, 35 
47016 Predappio (FC)
Italy",,,www.isoladipaolo.it,"Pauline S.R.L. - Società Agricola
Via Pandolfa, 35 
47016 Predappio (FC)
Italywww.isoladipaolo.it",7
MABYEN,"Community Brands GmbH 
Mattoneplatz 13
81673 München
Germany",,,www.mabyen.com,"Community Brands GmbH 
Mattoneplatz 13
81673 München
Germanywww.mabyen.com",7
MADEMOISELLE BIO,"BIODOO - Mademoiselle Bio
23 rue Jean Daudin
75015 Paris
France","Third Party Manufacturer:
N&B S.r.l.
Via Laterale Campo Sportivo Z.A.
73025 Martano (LE) www.nbnaturalisbetter.com",Italy,www.mademoiselle-bio.com,"BIODOO - Mademoiselle Bio
23 rue Jean Daudin
75015 Paris
Francewww.mademoiselle-bio.comThird Party Manufacturer:
N&B S.r.l.
Via Laterale Campo Sportivo Z.A.
73025 Martano (LE)
Italywww.nbnaturalisbetter.com",7
MANAT,"MANAT Gbr, 
Nussbaumhain 2
77933 Lahr
Germany",,,www.manat.bio,"MANAT Gbr, 
Nussbaumhain 2
77933 Lahr
Germanywww.manat.bio",7
MANUKA HEALTH,"Manuka Health NZ Ltd 
 123 Carlton Gore Road
Auckland, Auckland 1023
New Zealand",https://nz.manukahealth.com,,https://www.manukahealth.com,"Manuka Health NZ Ltd 
 123 Carlton Gore Road
Auckland, Auckland 1023
New Zealandhttps://www.manukahealth.comhttps://nz.manukahealth.com",7
MARAISO,"MARAISO DI MARA ISONNI
VIALE DELL’INDUSTRIA, 38 CAP 
37135 VERONA (VR)
ITALY",,,https://maraiso.it,"MARAISO DI MARA ISONNI
VIALE DELL’INDUSTRIA, 38 CAP 
37135 VERONA (VR)
ITALYhttps://maraiso.it",8
MARCH,"MARCHCARE Naturkosmetik Handels GmbH
Göttelsberg 278
8160 Mortantsch
Austria","Third party manufacturer
Pure green GmbH
Gewerbepark 17 
6426 Roppen www.puregreen.at",Austria,https://march.care,"MARCHCARE Naturkosmetik Handels GmbH
Göttelsberg 278
8160 Mortantsch
Austriahttps://march.careThird party manufacturer
Pure green GmbH
Gewerbepark 17 
6426 Roppen 
Austriawww.puregreen.at",8
MARC O'POLO,"Marc O'Polo Einzelhandels GmbH
Hofgartenstraße 1
83071 Stephanskirchen 
Germany","Third party manufacturer:
Hegron Cosmetics B.V.
Van IJsendijkstraat 174
1442 LC Purmerend www.hegron.nl",Netherlands,www.marc-o-polo.com,"Marc O'Polo Einzelhandels GmbH
Hofgartenstraße 1
83071 Stephanskirchen 
Germanywww.marc-o-polo.comThird party manufacturer:
Hegron Cosmetics B.V.
Van IJsendijkstraat 174
1442 LC Purmerend
Netherlandswww.hegron.nl",8
MARIE W.,"M.W. Internationale Naturprodukte GmbH
Schacht Jakob 15
45259 Essen
Germany",,,https://www.marie-w.de/,"M.W. Internationale Naturprodukte GmbH
Schacht Jakob 15
45259 Essen
Germanyhttps://www.marie-w.de/",8
MARULALA,"marulala
Hohenzollernweg 30
78083 Dauchingen
Germany","marulala is a vegan, free from animal testing, natural cosmetics series based on the high-quality
Marula oil. It has been specially developed for demanding, sensitive and dry skin.

The marulala products are strengthening, nourishing, regreasing and moisture-binding. They strengthen the
skin's own lipid film and make the skin velvety soft and smooth. 

The marulala products containing water, are produced with the purest spring water, far from any environmental impact. so that the
high-grade and quality of marulala remains unique.",,https://www.marulala.de,"marulala
Hohenzollernweg 30
78083 Dauchingen
Germanyhttps://www.marulala.demarulala is a vegan, free from animal testing, natural cosmetics series based on the high-quality
Marula oil. It has been specially developed for demanding, sensitive and dry skin.

The marulala products are strengthening, nourishing, regreasing and moisture-binding. They strengthen the
skin's own lipid film and make the skin velvety soft and smooth. 

The marulala products containing water, are produced with the purest spring water, far from any environmental impact. so that the
high-grade and quality of marulala remains unique.",8
MASTER LIN,"GW Cosmetics GmbH
Achauerstr. 49a
2333 Leopoldsdorf
Austria","GW Cosmetics develops and produces cosmetics for hair, face and body, internationally successful with its RefectoCil, BeautyLash, and Master Lin brand as well as with its private label products. As owner managed, mid-sized company with its own research and development it employs approximately 100 people. All products are exclusively produced at its site in Leopoldsdorf, . The company is certified IFS-HPC, K-GMP ISO 22716, Natrue, Vegan Society and member of the“ Leading Companies of “.

The success of GW Cosmetics arises from our passion for beauty and cosmetics and our aspiration to deliver the highest quality. As producer of premium and innovative cosmetic products we strive to make the lives of our consumers simpler and more enjoyable.",Austria,https://masterlin.com,"GW Cosmetics GmbH
Achauerstr. 49a
2333 Leopoldsdorf
Austriahttps://masterlin.comGW Cosmetics develops and produces cosmetics for hair, face and body, internationally successful with its RefectoCil, BeautyLash, and Master Lin brand as well as with its private label products. As owner managed, mid-sized company with its own research and development it employs approximately 100 people. All products are exclusively produced at its site in Leopoldsdorf, Austria. The company is certified IFS-HPC, K-GMP ISO 22716, Natrue, Vegan Society and member of the“ Leading Companies of Austria“.

The success of GW Cosmetics arises from our passion for beauty and cosmetics and our aspiration to deliver the highest quality. As producer of premium and innovative cosmetic products we strive to make the lives of our consumers simpler and more enjoyable.",8
MEDIHEMP,"Deep Nature Project GmbH
Untere Hauptstraße 168
7122 Gols
Austria","www.medihemp.eu/en/ Deep Nature Project is the European market leader for CBD products, based in . As an experienced manufacturer of organic hemp products, we have been working for many years to exploit and develop the potential of the traditional healing plant hemp in the best possible way. Using the latest technology, cutting-edge research and in collaboration with international partners, we thus develop holistic products for a sustainable, healthy lifestyle.

At Deep Nature Project, expertise meets passion. The result is effective products of outstanding quality with the best that hemp can give us. From sustainable cultivation in , produced locally and certified organic.

Our passion is what drives us in our development. We do not stand still, but are constantly looking for new innovative ways to meaningfully expand our product range. Holistically thought and always effective. With hemp extracts, oils and teas to SuperHempFoods, we cover the area of internal use since 2015. So what could be more obvious than to now take our experience and expertise one step further and develop certified hemp cosmetics? The result: SATIVA BEAUTY. A care series that combines the most valuable active ingredients of the medicinal plant hemp in a product line for skin and hair.",Austria,www.deepnatureproject.com,"Deep Nature Project GmbH
Untere Hauptstraße 168
7122 Gols
Austriawww.deepnatureproject.comwww.medihemp.eu/en/Deep Nature Project is the European market leader for CBD products, based in Austria. As an experienced manufacturer of organic hemp products, we have been working for many years to exploit and develop the potential of the traditional healing plant hemp in the best possible way. Using the latest technology, cutting-edge research and in collaboration with international partners, we thus develop holistic products for a sustainable, healthy lifestyle.

At Deep Nature Project, expertise meets passion. The result is effective products of outstanding quality with the best that hemp can give us. From sustainable cultivation in Austria, produced locally and certified organic.

Our passion is what drives us in our development. We do not stand still, but are constantly looking for new innovative ways to meaningfully expand our product range. Holistically thought and always effective. With hemp extracts, oils and teas to SuperHempFoods, we cover the area of internal use since 2015. So what could be more obvious than to now take our experience and expertise one step further and develop certified hemp cosmetics? The result: SATIVA BEAUTY. A care series that combines the most valuable active ingredients of the medicinal plant hemp in a product line for skin and hair.",8
MEDITERRANEA BIONATURA,"Fratelli Carli S.p.A Società Benefit 
Via Garessio 11
18100 Imperia
Italy",https://www.mediterranea.it,,https://www.mediterranea.net/,"Fratelli Carli S.p.A Società Benefit 
Via Garessio 11
18100 Imperia
Italyhttps://www.mediterranea.net/https://www.mediterranea.it",8
MEDITERRANEA NATURA VITAMINA C+,"Fratelli Carli S.p.A Società Benefit 
Via Garessio 11
18100 Imperia
Italy",https://www.mediterranea.it,,https://www.mediterranea.net,"Fratelli Carli S.p.A Società Benefit 
Via Garessio 11
18100 Imperia
Italyhttps://www.mediterranea.nethttps://www.mediterranea.it",8
MELLIFICO!,"Imkerei Villiger
Risistrasse 17
5312 Döttingen
Switzerland",,,https://cremehonig.ch,"Imkerei Villiger
Risistrasse 17
5312 Döttingen
Switzerlandhttps://cremehonig.ch",8
MELLOW NOIR,"Truly Natural Cosmetics GmbH
Paul-Klee-Straße 1
40822 Mettmann
Germany",www.mellownoir.fr,,www.mellownoir.com,"Truly Natural Cosmetics GmbH
Paul-Klee-Straße 1
40822 Mettmann
Germanywww.mellownoir.comwww.mellownoir.fr",8
MISHKI,"YANA COSMETICS SAC
Calle Pedro Venturo, 136
15048 Miraflores / Lima
Peru",,,www.mishkiperu.com,"YANA COSMETICS SAC
Calle Pedro Venturo, 136
15048 Miraflores / Lima
Peruwww.mishkiperu.com",8
MORICARE,"Moricare GmbH
Neue Straße 20
74653 Künzelsau
Germany",,,www.moricare4you.com,"Moricare GmbH
Neue Straße 20
74653 Künzelsau
Germanywww.moricare4you.com",8
MOROCCAN SPA,"Gold Cosmetic
Lot I3 N°33 Zone industrielle
Ouled Saleh Bouskoura
27180 CASABLANCA
Morocco",,,www.goldcosmetic.ma,"Gold Cosmetic
Lot I3 N°33 Zone industrielle
Ouled Saleh Bouskoura
27180 CASABLANCA
Moroccowww.goldcosmetic.ma",8
MY BIOLUXE,"DEYNIQUE COSMETICS GmbH
Bahnhofstrasse 59
56457 Westerburg 
Germany","100% Natural Cosmetics - My bioLUXE- pure nature and me -

Developed exclusively in cooperation with international skin scientists, the new organic cosmetics line focuses on your skin health.

My bioLUXE is well tested for compatibility and NATRUE-certified.

GUARANTEED 100% vegan, with carefully selected ingredients from controlled organic farming. With vegetable oils that contain valuable active ingredients. Highly effective and highly sustainable.

WITHOUT genetically modified organisms, silicones, parabens, mineral oils, microplastics and synthetic fragrances. And of course completely without animal testing (like all our cosmetic products).

The valuable base contains the pure active ingredients of aloe vera in the highest quality. How intensively anti-inflammatory, moisturizing and calming it has on and in the skin has long been confirmed by dermatologists.",,www.deynique.de,"DEYNIQUE COSMETICS GmbH
Bahnhofstrasse 59
56457 Westerburg 
Germanywww.deynique.de100% Natural Cosmetics - My bioLUXE- pure nature and me -

Developed exclusively in cooperation with international skin scientists, the new organic cosmetics line focuses on your skin health.

My bioLUXE is well tested for compatibility and NATRUE-certified.

GUARANTEED 100% vegan, with carefully selected ingredients from controlled organic farming. With vegetable oils that contain valuable active ingredients. Highly effective and highly sustainable.

WITHOUT genetically modified organisms, silicones, parabens, mineral oils, microplastics and synthetic fragrances. And of course completely without animal testing (like all our cosmetic products).

The valuable base contains the pure active ingredients of aloe vera in the highest quality. How intensively anti-inflammatory, moisturizing and calming it has on and in the skin has long been confirmed by dermatologists.",8
NAKT,"nakt Stoffschmiede GmbH
Stoffschmiede GmbH
Robert-Bosch Straße 7
64287 Darmstadt
Germany",,,https://www.nakt.eu,"nakt Stoffschmiede GmbH
Stoffschmiede GmbH
Robert-Bosch Straße 7
64287 Darmstadt
Germanyhttps://www.nakt.eu",8
NATURALIS,"N&B natural is better s.r.l
via Laterale Campo Sportivo
73025 Martano (LE)
Italy","www.naturalis.store Since 1988 our goal has been researching and producing natural solutions for Beauty care, Health care and Home care, to make a better life and to create positive emotions.

N&B can absolutely guarantee the pure quality of its products since it’s able to care every single step of the production cycle: starting from organic farming, organic raw materials extraction and getting to the finished product. 

A young and dynamic company creating innovative and high quality products to fully reach the customers satisfaction. 

Thanks to its “Tailor – made concept” N&B is specialized to customize the products with private label. 

N&B is furthermore certified UNI EN ISO 9001 and fully respects the sustainability concept in all processes.

N&B has received a significant recognition becoming a Certified B Corp Company. It is an extraordinary movement matching with strict social and environmental standards and contributing to the creation of a new business model as a force for good, and giving the world a better future.",,www.nbnaturalisbetter.com,"N&B natural is better s.r.l
via Laterale Campo Sportivo
73025 Martano (LE)
Italywww.nbnaturalisbetter.comwww.naturalis.storeSince 1988 our goal has been researching and producing natural solutions for Beauty care, Health care and Home care, to make a better life and to create positive emotions.

N&B can absolutely guarantee the pure quality of its products since it’s able to care every single step of the production cycle: starting from organic farming, organic raw materials extraction and getting to the finished product. 

A young and dynamic company creating innovative and high quality products to fully reach the customers satisfaction. 

Thanks to its “Tailor – made concept” N&B is specialized to customize the products with private label. 

N&B is furthermore certified UNI EN ISO 9001 and fully respects the sustainability concept in all processes.

N&B has received a significant recognition becoming a Certified B Corp Company. It is an extraordinary movement matching with strict social and environmental standards and contributing to the creation of a new business model as a force for good, and giving the world a better future.",8
NATURE BLOSSOM,"Lifestyle Distribution GmbH
Raboisen 38
20095 Hamburg
Germany",,,https://www.lifestyleperfumes.eu,"Lifestyle Distribution GmbH
Raboisen 38
20095 Hamburg
Germanyhttps://www.lifestyleperfumes.eu",8
NATURE’S SECRETS NATURAL COSMETICS,"Nature's Beauty Creations Ltd.
No. 64/3, Kindelpitiya, Puswelhena, Millewa
12400 Horana
Sri Lanka","Nature's Beauty Creations Ltd is the most advanced, environmentally-friendly natural cosmetics company in the beautiful paradise island of Sri Lanka. It is a European-GMP and international ISO certified company. NBC is a truly environmentally-friendly company and has won Sri Lanka's highest National Green Award (Gold) for its commitments towards protecting the environment. NBC has also grown a sprawling garden of Sri Lanka's largest privately owned collection of medicinal plants around its factory complex for conservation & research.",,https://www.naturessecrets.lk/,"Nature's Beauty Creations Ltd.
No. 64/3, Kindelpitiya, Puswelhena, Millewa
12400 Horana
Sri Lankahttps://www.naturessecrets.lk/Nature's Beauty Creations Ltd is the most advanced, environmentally-friendly natural cosmetics company in the beautiful paradise island of Sri Lanka. It is a European-GMP and international ISO certified company. NBC is a truly environmentally-friendly company and has won Sri Lanka's highest National Green Award (Gold) for its commitments towards protecting the environment. NBC has also grown a sprawling garden of Sri Lanka's largest privately owned collection of medicinal plants around its factory complex for conservation & research.",8
N&B NATURAL IS BETTER,"N&B Natural is Better s.r.l
via Laterale Campo Sportivo
73025 Martano (LE)
Italy","Since 1988 our goal has been researching and producing natural solutions for Beauty care, Health care and Home care, to make a better life and to create positive emotions.
N&B can absolutely guarantee the pure quality of its products since it’s able to care every single step of the production cycle: starting from organic farming, organic raw materials extraction and getting to the finished product. 
A young and dynamic company creating innovative and high quality products to fully reach the customers satisfaction. 
Thanks to its “Tailor – made concept” N&B is specialized to customize the products with private label. 
N&B is furthermore certified UNI EN ISO 9001 and fully respects the sustainability concept in all processes.
N&B has received a significant recognition becoming a Certified B Corp Company. It is an extraordinary movement matching with strict social and environmental standards and contributing to the creation of a new business model as a force for good, and giving the world a better future.",,www.nbnaturalisbetter.com,"N&B Natural is Better s.r.l
via Laterale Campo Sportivo
73025 Martano (LE)
Italywww.nbnaturalisbetter.comSince 1988 our goal has been researching and producing natural solutions for Beauty care, Health care and Home care, to make a better life and to create positive emotions.
N&B can absolutely guarantee the pure quality of its products since it’s able to care every single step of the production cycle: starting from organic farming, organic raw materials extraction and getting to the finished product. 
A young and dynamic company creating innovative and high quality products to fully reach the customers satisfaction. 
Thanks to its “Tailor – made concept” N&B is specialized to customize the products with private label. 
N&B is furthermore certified UNI EN ISO 9001 and fully respects the sustainability concept in all processes.
N&B has received a significant recognition becoming a Certified B Corp Company. It is an extraordinary movement matching with strict social and environmental standards and contributing to the creation of a new business model as a force for good, and giving the world a better future.",8
